0,0
0.7557863582,1.0063581224
1.1294965373,2.0095196836
1.8852828955,3.015877806
2.8321073433,4.023834209
3.778931791,5.0317906119
4.3436800597,6.0365504537
5.2905045075,7.0445068567
6.6194051343,8.0556598209
7.3751914925,9.0620179433
8.1309778507,10.0683760657
9.0778022985,11.0763324687
10.0246267463,12.0842888716
10.971451194,13.0922452746
11.3451613731,14.0954068358
12.4830239104,15.1049615194
12.8567340896,16.1081230806
13.2304442687,17.1112846418
14.1772687164,18.1192410448
14.9330550746,19.1255991672
15.4978033433,20.130359009
16.0625516119,21.1351188507
16.6272998806,22.1398786925
17.1920481493,23.1446385343
17.5657583284,24.1478000955
17.9394685075,25.1509616567
18.6952548657,26.1573197791
19.6420793134,27.1652761821
19.6337133134,28.1652411821
20.5805377612,29.1731975851
20.9542479403,30.1763591463
21.518996209,31.1811189881
21.8927063881,32.1842805493
22.2664165672,33.1874421104
22.6401267463,34.1906036716
23.3959131045,35.196961794
23.9606613731,36.2017216358
24.3343715522,37.204883197
24.8991198209,38.2096430388
25.27283,39.2128046
26.0286163582,40.2191627224
26.7844027164,41.2255208448
27.5401890746,42.2318789672
28.1049373433,43.236638809
29.051761791,44.2445952119
29.6165100597,45.2493550537
29.9902202388,46.2525166149
30.1728923284,47.2540798955
30.9286786866,48.2604380179
31.4934269552,49.2651978597
32.2492133134,50.2715559821
33.0049996716,51.2779141045
33.5697479403,52.2826739463
33.9434581194,53.2858355075
34.5082063881,54.2905953493
34.8819165672,55.2937569104
35.6377029254,56.3001150328
35.8203750149,57.3016783134
36.3851232836,58.3064381552
36.9498715522,59.311197997
37.5146198209,60.3159578388
37.6972919104,61.3175211194
38.2620401791,62.3222809612
39.0178265373,63.3286390836
39.3915367164,64.3318006448
39.7652468955,65.334962206
40.5210332537,66.3413203284
41.2768196119,67.3476784507
41.2684536119,68.3476434507
41.8332018806,69.3524032925
42.3979501493,70.3571631343
42.7716603284,71.3603246955
43.5274466866,72.3666828179
43.9011568657,73.3698443791
44.8479813134,74.3778007821
45.2216914925,75.3809623433
45.7864397612,76.3857221851
46.1601499403,77.3888837463
46.9159362985,78.3952418687
47.8627607463,79.4031982716
48.4275090149,80.4079581134
49.1832953731,81.4143162358
50.3211579104,82.4238709194
51.0769442687,83.4302290418
51.6416925373,84.4349888836
52.3974788955,85.441347006
53.3443033433,86.449303409
54.1000897015,87.4556615313
55.0469141493,88.4636179343
56.3758147761,89.4747708985
57.5136773134,90.4843255821
59.0336160299,91.4970768269
59.9804404776,92.5050332299
61.3093411045,93.516186194
63.0203179104,94.5305357194
65.1133708955,95.548081806
67.015385791,96.5640296119
69.6815530448,97.5863705403
72.156682209,98.6071131881
74.0586971045,99.623060994
76.1517500896,100.6406070806
79.1999935224,101.6661445702
82.4392750448,102.6932803403
85.8695946567,103.722014391
89.2999142687,104.7507484418
92.9212719701,105.7810807731
95.7784773134,106.8050199821
97.680492209,107.8209677881
101.492888,108.8528984
104.9232076119,109.8816324507
108.5445653134,110.9119647821
111.9748849254,111.9406988328
115.7872807164,112.9726294448
118.8355241493,113.9981669343
121.1196152239,115.0173113015
123.7857824776,116.0396522299
126.8340259104,117.0651897194
128.9270788955,118.082735806
130.2559795224,119.0938887702
131.9669563284,120.1082382955
133.2958569552,121.1193912597
134.0516433134,122.1257493821
135.3805439403,123.1369023463
136.5184064776,124.1464570299
137.4652309254,125.1544134328
138.4120553731,126.1623698358
138.9768036418,127.1671296776
139.3505138209,128.1702912388
139.5331859104,129.1718545194
139.5248199104,130.1718195194
139.707492,131.1733828
140.0812021791,132.1765443612
140.2638742687,133.1781076418
140.8286225373,134.1828674836
141.393370806,135.1876273254
141.9581190746,136.1923871672
142.1407911642,137.1939504478
142.5145013433,138.197112009
143.2702877015,139.2034701313
144.0260740597,140.2098282537
144.7818604179,141.2161863761
145.5376467761,142.2225444985
146.2934331343,143.2289026209
147.2402575821,144.2368590239
147.9960439403,145.2432171463
148.7518302985,146.2495752687
149.8896928358,147.2591299522
150.4544411045,148.263889794
151.4012655522,149.271846197
152.34809,150.2798026
153.1038763582,151.2861607224
153.6686246269,152.2909205642
154.6154490746,153.2988769672
155.1801973433,154.303636809
156.127021791,155.3115932119
157.0738462388,156.3195496149
158.2117087761,157.3291042985
158.7764570448,158.3338641403
159.9143195821,159.3434188239
160.4790678507,160.3481786657
161.234854209,161.3545367881
162.3727167463,162.3640914716
163.1285031045,163.370449594
164.4574037313,164.3816025582
165.022152,165.3863624
165.7779383582,166.3927205224
166.9158008955,167.402275206
167.2895110746,168.4054367672
168.6184117015,169.4165897313
169.3741980597,170.4229478537
169.9389463284,171.4277076955
171.0768088657,172.4372623791
171.8325952239,173.4436205015
172.7794196716,174.4515769045
173.3441679403,175.4563367463
173.908916209,176.4610965881
175.0467787463,177.4706512716
175.993603194,178.4786076746
177.1314657313,179.4881623582
177.8872520896,180.4945204806
179.0251146269,181.5040751642
179.9719390746,182.5120315672
181.3008397015,183.5231845313
182.4387022388,184.5327392149
183.5765647761,185.5422938985
184.905465403,186.5534468627
186.2343660299,187.5645998269
187.1811904776,188.5725562299
188.5100911045,189.583709194
189.0748393731,190.5884690358
190.40374,191.599622
191.3505644478,192.607578403
192.2973888955,193.615534806
193.0531752537,194.6218929284
193.9999997015,195.6298493313
