0,0
1,0.7641791045
2,1.1462686567
3,1.9104477612
4,2.8656716418
5,3.8208955224
6,4.3940298507
7,5.3492537313
8,6.6865671642
9,7.4507462687
10,8.2149253731
11,9.1701492537
12,10.1253731343
13,11.0805970149
14,11.4626865672
15,12.6089552239
16,12.9910447761
17,13.3731343284
18,14.328358209
19,15.0925373134
20,15.6656716418
21,16.2388059701
22,16.8119402985
23,17.3850746269
24,17.7671641791
25,18.1492537313
26,18.9134328358
27,19.8686567164
28,19.8686567164
29,20.823880597
30,21.2059701493
31,21.7791044776
32,22.1611940299
33,22.5432835821
34,22.9253731343
35,23.6895522388
36,24.2626865672
37,24.6447761194
38,25.2179104478
39,25.6
40,26.3641791045
41,27.128358209
42,27.8925373134
43,28.4656716418
44,29.4208955224
45,29.9940298507
46,30.376119403
47,30.5671641791
48,31.3313432836
49,31.9044776119
50,32.6686567164
51,33.4328358209
52,34.0059701493
53,34.3880597015
54,34.9611940299
55,35.3432835821
56,36.1074626866
57,36.2985074627
58,36.871641791
59,37.4447761194
60,38.0179104478
61,38.2089552239
62,38.7820895522
63,39.5462686567
64,39.928358209
65,40.3104477612
66,41.0746268657
67,41.8388059701
68,41.8388059701
69,42.4119402985
70,42.9850746269
71,43.3671641791
72,44.1313432836
73,44.5134328358
74,45.4686567164
75,45.8507462687
76,46.423880597
77,46.8059701493
78,47.5701492537
79,48.5253731343
80,49.0985074627
81,49.8626865672
82,51.0089552239
83,51.7731343284
84,52.3462686567
85,53.1104477612
86,54.0656716418
87,54.8298507463
88,55.7850746269
89,57.1223880597
90,58.2686567164
91,59.7970149254
92,60.752238806
93,62.0895522388
94,63.8089552239
95,65.9104477612
96,67.8208955224
97,70.4955223881
98,72.9791044776
99,74.8895522388
100,76.9910447761
101,80.047761194
102,83.2955223881
103,86.7343283582
104,90.1731343284
105,93.8029850746
106,96.6686567164
107,98.5791044776
108,102.4
109,105.8388059702
110,109.4686567164
111,112.9074626866
112,116.728358209
113,119.7850746269
114,122.0776119403
115,124.752238806
116,127.8089552239
117,129.9104477612
118,131.247761194
119,132.9671641791
120,134.3044776119
121,135.0686567164
122,136.4059701493
123,137.552238806
124,138.5074626866
125,139.4626865672
126,140.0358208955
127,140.4179104478
128,140.6089552239
129,140.6089552239
130,140.8
131,141.1820895522
132,141.3731343284
133,141.9462686567
134,142.5194029851
135,143.0925373134
136,143.2835820896
137,143.6656716418
138,144.4298507463
139,145.1940298507
140,145.9582089552
141,146.7223880597
142,147.4865671642
143,148.4417910448
144,149.2059701493
145,149.9701492537
146,151.1164179104
147,151.6895522388
148,152.6447761194
149,153.6
150,154.3641791045
151,154.9373134328
152,155.8925373134
153,156.4656716418
154,157.4208955224
155,158.376119403
156,159.5223880597
157,160.0955223881
158,161.2417910448
159,161.8149253731
160,162.5791044776
161,163.7253731343
162,164.4895522388
163,165.8268656716
164,166.4
165,167.1641791045
166,168.3104477612
167,168.6925373134
168,170.0298507463
169,170.7940298507
170,171.3671641791
171,172.5134328358
172,173.2776119403
173,174.2328358209
174,174.8059701493
175,175.3791044776
176,176.5253731343
177,177.4805970149
178,178.6268656716
179,179.3910447761
180,180.5373134328
181,181.4925373134
182,182.8298507463
183,183.976119403
184,185.1223880597
185,186.4597014925
186,187.7970149254
187,188.752238806
188,190.0895522388
189,190.6626865672
190,192
191,192.9552238806
192,193.9104477612
193,194.6746268657
194,195.6298507463
